Isolat_ name	STATE	PEN	CAL_YR	Serotype (Quellung)	23B1(pneumoCaT)	ST	aroE	gdh	gki	recP	spi	xpt	ddl	BAPS_cluster	n contigs	n_100	n_N50	min	median	mean	N50	max	sum	Isolat_ name	ENA_accession
66868Y13	GA	0.5	2013	15a		63	2	5	36	12	17	21	14	2	161	159	12	100	598	13005	54955	181029	2067844	66868Y13	ERS1140620
66927Y13	GA	0.25	2013	15a		63	2	5	36	12	17	21	14	2	329	294	19	101	241	7237	33658	130884	2127887	66927Y13	ERS1140621
67036Y13	CT	0.25	2013	15a		63	2	5	36	12	17	21	14	2	142	140	12	101	818	14770	57741	167991	2067911	67036Y13	ERS1140625
67043Y13	GA	0.25	2013	15a		63	2	5	36	12	17	21	14	2	129	126	11	103	1381	16352	52016	256636	2060424	67043Y13	ERS1140626
67057Y13	NY	0.25	2013	15a		63	2	5	36	12	17	21	14	2	472	427	20	100	155	4999	31575	109961	2134911	67057Y13	ERS1140627
67087Y13	OR	0.25	2013	15a		63	2	5	36	12	17	21	14	2	118	115	12	101	6387	17941	46874	232633	2063288	67087Y13	ERS1140628
67154Y13	TN	0.5	2013	15a		63	2	5	36	12	17	21	14	2	177	170	14	101	679	12364	51236	188095	2101886	67154Y13	ERS1140631
67165Y13	NM	2	2013	15a		11578	5	5	36	12	17	21	14	2	143	137	13	122	1478	15060	51235	128163	2063355	67165Y13	ERS1140632
67271Y13	GA	0.25	2013	15a		63	2	5	36	12	17	21	14	2	336	313	16	101	240	6686	42579	118218	2092943	67271Y13	ERS1140635
69458Y13	MN	0.25	2013	15a		11262	2	5	19	12	17	21	14	2	164	157	13	100	656	13189	51053	164048	2070735	69458Y13	ERS1140638
20643Y09	CT	1	2009	35b		558	18	12	4	44	14	77	97	3	132	129	11	111	1232	15528	67580	116449	2003205	20643Y09	ERS1139801
20679Y09	NY	2	2009	35b		558	18	12	4	44	14	77	97	3	136	133	12	103	446	15590	67714	116539	2073491	20679Y09	ERS1139803
20681Y09	NY	2	2009	35b		558	18	12	4	44	14	77	97	3	121	118	12	103	1490	17124	56674	129560	2020746	20681Y09	ERS1139804
20709y09	OR	2	2009	35b		558	18	12	4	44	14	77	97	3	117	115	12	116	1412	17467	50277	189234	2008740	20709y09	ERS1139807
20829y09	TN	2	2009	35b		558	18	12	4	44	14	77	97	3	132	127	12	101	631	16042	67580	116494	2037439	20829y09	ERS1139809
21123Y09	MD	2	2009	35b		558	18	12	4	44	14	77	97	3	128	124	14	104	2336	16458	48803	116494	2040841	21123Y09	ERS1139823
21140Y09	MD	1	2009	35b		558	18	12	4	44	14	77	97	3	130	127	13	107	504	15784	51779	127135	2004644	21140Y09	ERS1139824
21143Y09	MD	2	2009	35b		558	18	12	4	44	14	77	97	3	121	117	12	105	1309	17022	64648	127585	1991663	21143Y09	ERS1139825
21261Y09	NM	2	2009	35b		558	18	12	4	44	14	77	97	3	139	132	12	101	504	15192	56928	116494	2005347	21261Y09	ERS1139836
21326Y09	NM	2	2009	35b		558	18	12	4	44	14	77	97	3	130	124	13	102	1534	16587	53190	116494	2056808	21326Y09	ERS1139841
21382Y09	TN	2	2009	35b		558	18	12	4	44	14	77	97	3	142	132	12	104	450	15272	63431	116494	2016016	21382Y09	ERS1139844
21405Y09	TN	2	2009	35b		558	18	12	4	44	14	77	97	3	129	116	11	122	1871	17576	79663	116513	2038840	21405Y09	ERS1139845
21441y09	TN	2	2009	35b		558	18	12	4	44	14	77	97	3	110	103	11	103	2460	19274	54640	153968	1985285	21441y09	ERS1139848
21449y09	TN	2	2009	35b		558	18	12	4	44	14	77	97	3	127	122	13	103	1309	16418	48803	116495	2003022	21449y09	ERS1139850
21518Y09	NY	1	2009	35b		558	18	12	4	44	14	77	97	3	114	113	15	105	4992	18109	48630	115973	2046370	21518Y09	ERS1139855
21755y09	MD	2	2009	35b		558	18	12	4	44	14	77	97	3	127	125	12	109	670	16027	67725	120763	2003481	21755y09	ERS1139869
21830y09	CO	2	2009	35b		558	18	12	4	44	14	77	97	3	139	131	16	100	1330	15544	43880	132773	2036385	21830y09	ERS1139875
21842y09	CO	2	2009	35b		558	18	12	4	44	14	77	97	3	137	132	14	100	2336	15175	46801	90872	2003188	21842y09	ERS1139876
21871y09	CO	2	2009	35b		558	18	12	4	44	14	77	97	3	143	133	14	101	1232	15073	47907	115312	2004839	21871y09	ERS1139878
21905Y09	CT	2	2009	35b		558	18	12	4	44	14	77	97	3	134	123	13	100	1309	16621	49044	116494	2044421	21905Y09	ERS1139884
22014Y09	CA	2	2009	35b		558	18	12	4	44	14	77	97	3	146	141	12	123	504	14222	61180	116494	2005320	22014Y09	ERS1139889
22031Y09	OR	2	2009	35b		558	18	12	4	44	14	77	97	3	149	138	11	104	372	14560	73215	116486	2009280	22031Y09	ERS1139890
22104Y09	MD	2	2009	35b		558	18	12	4	44	14	77	97	3	136	132	12	104	964	15170	65998	118054	2002459	22104Y09	ERS1139893
22163Y09	CO	2	2009	35b		558	18	12	4	44	14	77	97	3	138	132	14	109	2878	15221	47280	115401	2009267	22163Y09	ERS1139897
22594y09	CO	4	2009	35b		558	18	12	4	44	14	77	97	3	122	121	12	101	490	16880	58675	116494	2042517	22594y09	ERS1139921
22697y09	NY	2	2009	35b		558	18	12	4	44	14	77	97	3	331	299	16	103	213	6773	38073	115401	2025159	22697y09	ERS1139929
22906y09	TN	4	2009	35b		558	18	12	4	44	14	77	97	3	93	91	12	101	7072	22419	67803	135637	2040215	22906y09	ERS1139940
23049y09	NM	2	2009	35b		558	18	12	4	44	14	77	97	3	291	272	15	100	235	7512	47050	115414	2043356	23049y09	ERS1139946
23114y09	MD	2	2009	35b		10222	18	12	4	44	14	77	645	3	292	289	16	103	280	7038	35723	115495	2034163	23114y09	ERS1139949
23203y09	TN	2	2009	35b		558	18	12	4	44	14	77	97	3	218	213	12	104	301	9557	49746	116494	2035691	23203y09	ERS1139955
23556y09	CT	2	2009	35b		3937	5	12	4	44	14	77	97	3	175	170	17	113	1024	11919	38906	98539	2026379	23556y09	ERS1139959
27862Y12	NM	2	2012	35b		10493	8	12	4	44	14	77	97	3	201	173	13	100	525	11744	47771	139830	2031858	27862Y12	ERS1139966
27942Y12	MD	2	2012	35b		558	18	12	4	44	14	77	97	3	149	130	15	111	4708	15383	47237	114911	1999813	27942Y12	ERS1139971
27984Y12	NM	2	2012	35b		558	18	12	4	44	14	77	97	3	119	110	10	101	1275	18256	68288	188601	2008262	27984Y12	ERS1139976
28095Y12	TN	2	2012	35b		558	18	12	4	44	14	77	97	3	253	187	14	100	421	10689	48387	90804	1998999	28095Y12	ERS1139979
28142Y12	OR	2	2012	35b		10493	8	12	4	44	14	77	97	3	153	125	15	101	3342	15910	47348	114665	1988760	28142Y12	ERS1139985
28171Y12	NY	2	2012	35b		558	18	12	4	44	14	77	97	3	160	138	16	101	2392	14675	47237	93890	2025246	28171Y12	ERS1139987
28241Y12	CA	2	2012	35b		558	18	12	4	44	14	77	97	3	147	129	14	101	2537	15444	48559	114990	1992301	28241Y12	ERS1139997
28450Y12	NY	2	2012	NT		558	18	12	4	44	14	77	97	3	138	124	12	101	1113	16464	67803	116468	2041607	28450Y12	ERS1140006
28533Y12	CT	2	2012	35b		558	18	12	4	44	14	77	97	3	183	165	14	100	661	12100	44981	115718	1996519	28533Y12	ERS1140015
28536Y12	CT	2	2012	35b		558	18	12	4	44	14	77	97	3	145	132	15	110	2701	15124	47236	115187	1996465	28536Y12	ERS1140017
28558Y12	CT	1	2012	35b		558	18	12	4	44	14	77	97	3	223	179	15	100	441	11199	47583	115336	2004779	28558Y12	ERS1140018
28611Y12	TN	2	2012	35b		558	18	12	4	44	14	77	97	3	140	122	14	100	4662	16308	44053	114989	1989629	28611Y12	ERS1140022
28613Y12	TN	4	2012	35b		558	18	12	4	44	14	77	97	3	178	153	16	103	1309	13107	45833	90777	2005455	28613Y12	ERS1140023
28679Y12	NY	2	2012	35b		558	18	12	4	44	14	77	97	3	169	149	14	100	1309	13673	48343	115275	2037402	28679Y12	ERS1140031
28719Y12	NM	2	2012	35b		10493	8	12	4	44	14	77	97	3	180	168	15	107	469	12079	46123	115667	2029361	28719Y12	ERS1140034
28724Y12	NM	2	2012	35b		558	18	12	4	44	14	77	97	3	173	155	14	100	530	13206	48016	109375	2046930	28724Y12	ERS1140035
28740Y12	NM	2	2012	35b		558	18	12	4	44	14	77	97	3	192	170	17	100	1464	11753	35401	109560	1998119	28740Y12	ERS1140038
28799Y12	NY	2	2012	35b		558	18	12	4	44	14	77	97	3	124	122	12	101	1278	16682	48958	116494	2035302	28799Y12	ERS1140043
28870Y12	MD	2	2012	35b		10175	18	12	4	44	14	77	205	3	107	107	11	103	1277	19066	79645	117729	2040144	28870Y12	ERS1140050
28910Y12	CO	1	2012	35b		558	18	12	4	44	14	77	97	3	157	147	14	109	1232	13667	48260	103867	2009107	28910Y12	ERS1140053
28923Y12	TN	1	2012	35b		558	18	12	4	44	14	77	97	3	131	128	12	100	733	15712	48803	148765	2011186	28923Y12	ERS1140054
28934Y12	TN	2	2012	35b		558	18	12	4	44	14	77	97	3	126	121	12	101	711	16610	56948	116166	2009814	28934Y12	ERS1140055
29010Y12	CT	2	2012	35b		558	18	12	4	44	14	77	97	3	215	199	13	104	273	10158	48602	117368	2021456	29010Y12	ERS1140063
29018Y12	CT	2	2012	35b		558	18	12	4	44	14	77	97	3	112	110	12	101	2278	18201	62498	116494	2002172	29018Y12	ERS1140065
29024Y12	NM	2	2012	35b		558	18	12	4	44	14	77	97	3	126	114	12	103	1634	17659	62199	116494	2013219	29024Y12	ERS1140066
29032Y12	MD	2	2012	35b		558	18	12	4	44	14	77	97	3	127	119	13	101	1205	16870	51752	115377	2007606	29032Y12	ERS1140068
29120Y12	TN	1	2012	35b		558	18	12	4	44	14	77	97	3	115	110	11	111	2264	18159	67614	119190	1997494	29120Y12	ERS1140076
29121Y12	CO	2	2012	35b		6961	18	12	313	44	14	77	97	3	108	108	12	104	2336	18588	58419	116494	2007591	29121Y12	ERS1140077
29126Y12	CO	2	2012	35b		558	18	12	4	44	14	77	97	3	125	120	13	104	1309	16731	48803	115409	2007787	29126Y12	ERS1140078
29199Y12	CT	2	2012	35b		558	18	12	4	44	14	77	97	3	126	117	12	111	2336	17136	61252	116494	2005002	29199Y12	ERS1140086
29292Y12	NM	2	2012	35b		558	18	12	4	44	14	77	97	3	105	100	12	103	4504	19945	64027	116494	1994528	29292Y12	ERS1140093
29317Y12	NY	2	2012	35b		3632	18	12	4	44	14	77	238	3	112	104	13	102	2644	19430	54705	116663	2020821	29317Y12	ERS1140095
29358Y12	CT	2	2012	35b		558	18	12	4	44	14	77	97	3	113	106	11	100	1309	18971	58179	154087	2010928	29358Y12	ERS1140097
29386Y12	NM	2	2012	35b		558	18	12	4	44	14	77	97	3	137	130	11	101	397	15726	67920	154103	2044437	29386Y12	ERS1140100
29403Y12	CO	4	2012	35b		558	18	12	4	44	14	77	97	3	133	129	12	101	631	15626	55070	154016	2015810	29403Y12	ERS1140101
29404Y12	CO	2	2012	35b		558	18	12	4	44	14	77	97	3	120	119	11	119	1232	16931	67802	133304	2014789	29404Y12	ERS1140102
29409Y12	CO	2	2012	35b		558	18	12	4	44	14	77	97	3	126	119	12	100	504	16900	58209	131740	2011170	29409Y12	ERS1140103
29411Y12	CO	2	2012	35b		558	18	12	4	44	14	77	97	3	183	181	11	122	378	11396	67803	134589	2062849	29411Y12	ERS1140104
29463Y12	NM	2	2012	35b		11863	18	12	4	44	14	77	582	3	114	112	11	116	1890	17948	64658	189376	2010210	29463Y12	ERS1140108
29475Y12	NM	2	2012	35b		558	18	12	4	44	14	77	97	3	119	114	11	101	1205	17571	55168	170515	2003144	29475Y12	ERS1140109
29488Y12	CT	4	2012	35b		558	18	12	4	44	14	77	97	3	185	169	13	100	335	12123	53984	115274	2048952	29488Y12	ERS1140110
29543Y12	NY	2	2012	35b		558	18	12	4	44	14	77	97	3	109	102	11	101	2072	19700	67735	182771	2009419	29543Y12	ERS1140116
29604Y12	CO	2	2012	35b		558	18	12	4	44	14	77	97	3	129	127	12	100	555	15800	57299	116494	2006639	29604Y12	ERS1140120
29637Y13	CO	2	2013	35b		558	18	12	4	44	14	77	97	3	148	145	10	101	365	13888	79445	156428	2013841	29637Y13	ERS1140122
29671Y12	NM	2	2012	35b		558	18	12	4	44	14	77	97	3	362	351	13	103	311	6007	64062	116494	2108619	29671Y12	ERS1140123
29705Y13	NM	2	2013	35b		558	18	12	4	44	14	77	97	3	118	115	13	104	2233	17774	55213	116494	2044116	29705Y13	ERS1140125
29709Y13	NM	2	2013	35b		558	18	12	4	44	14	77	97	3	112	104	12	122	6451	19274	63164	115330	2004532	29709Y13	ERS1140127
29720Y13	NM	1	2013	35b		558	18	12	4	44	14	77	97	3	138	129	12	108	1005	15608	57057	116494	2013497	29720Y13	ERS1140128
29791Y13	OR	1	2013	35b		558	18	12	4	44	14	77	97	3	141	140	17	101	4854	14773	44734	88230	2068286	29791Y13	ERS1140130
29852Y12	CT	2	2012	35b		558	18	12	4	44	14	77	97	3	311	266	12	100	215	7625	53343	116494	2028445	29852Y12	ERS1140133
29856Y12	CT	2	2012	35b		3632	18	12	4	44	14	77	238	3	153	150	12	103	474	13490	53273	116663	2023541	29856Y12	ERS1140135
29861Y12	CT	2	2012	35b		558	18	12	4	44	14	77	97	3	132	129	12	111	756	15403	67803	115464	1987104	29861Y12	ERS1140136
29891Y13	NY	2	2013	35b		558	18	12	4	44	14	77	97	3	149	146	12	107	485	14029	64623	115305	2048244	29891Y13	ERS1140142
30010y13	NY	2	2013	35b		558	18	12	4	44	14	77	97	3	126	118	13	102	2138	17270	49078	116494	2037883	30010y13	ERS1140151
30109y13	NM	1	2013	35b		558	18	12	4	44	14	77	97	3	140	138	13	103	504	14602	55968	116494	2015105	30109y13	ERS1140163
30134y13	CT	2	2013	35b		558	18	12	4	44	14	77	97	3	142	141	12	109	504	14214	64208	120708	2004306	30134y13	ERS1140166
30150y13	CT	2	2013	35b		558	18	12	4	44	14	77	97	3	134	133	13	116	1309	15286	48128	123290	2033110	30150y13	ERS1140169
30155y13	CT	1	2013	35b		558	18	12	4	44	14	77	97	3	149	148	12	103	436	13588	67920	117538	2011031	30155y13	ERS1140170
30157y13	CT	1	2013	35b		558	18	12	4	44	14	77	97	3	124	119	12	105	1484	16873	48602	168564	2007903	30157y13	ERS1140171
30159y13	CT	2	2013	35b		558	18	12	4	44	14	77	97	3	154	145	15	109	706	14094	47325	115201	2043717	30159y13	ERS1140172
30183y13	CT	2	2013	35b		558	18	12	4	44	14	77	97	3	153	151	15	103	1232	13160	41272	108394	1987272	30183y13	ERS1140175
30209y13	CT	1	2013	35b		558	18	12	4	44	14	77	97	3	134	124	13	103	1309	16445	63158	115489	2039233	30209y13	ERS1140177
30305y13	NM	1	2013	35b		558	18	12	4	44	14	77	97	3	146	140	13	102	1232	14314	48376	116491	2004003	30305y13	ERS1140181
30374Y13	NY	1	2013	35b		558	18	12	4	44	14	77	97	3	225	210	13	101	248	9624	48986	154053	2021074	30374Y13	ERS1140188
30452Y13	CT	1	2013	35b		558	18	12	4	44	14	77	97	3	133	128	12	109	1534	15635	65997	116494	2001392	30452Y13	ERS1140200
30491Y13	CO	1	2013	35b		558	18	12	4	44	14	77	97	3	107	103	11	116	2405	19472	73240	116495	2005618	30491Y13	ERS1140201
30493Y13	CO	1	2013	35b		558	18	12	4	44	14	77	97	3	131	129	13	111	2272	15532	50930	127560	2003742	30493Y13	ERS1140202
30513Y13	CO	1	2013	35b		558	18	12	4	44	14	77	97	3	291	274	14	104	202	7554	48603	93833	2069836	30513Y13	ERS1140204
30560Y13	NY	2	2013	35b		3632	18	12	4	44	14	77	238	3	164	161	12	122	347	12826	68826	140629	2065057	30560Y13	ERS1140211
30562Y12	TN	2	2012	35b		558	18	12	4	44	14	77	97	3	183	175	13	103	271	11572	55213	116494	2025242	30562Y12	ERS1140212
45287y09	MN	2	2009	35b		558	18	12	4	44	14	77	97	3	227	214	12	102	234	9434	55562	116494	2019070	45287y09	ERS1140217
45291y09	MN	2	2009	35b		558	18	12	4	44	14	77	97	3	118	116	11	101	1309	17255	52197	153962	2001584	45291y09	ERS1140219
45344y09	MN	2	2009	35b		558	18	12	4	44	14	77	97	3	139	135	13	108	1309	14883	55788	115294	2009273	45344y09	ERS1140221
45389y09	MN	2	2009	35b		558	18	12	4	44	14	77	97	3	154	146	12	102	351	13721	67720	115365	2003292	45389y09	ERS1140224
46544Y09	GA	1	2009	35b		558	18	12	4	44	14	77	97	3	155	153	15	100	2825	13080	42529	119769	2001255	46544Y09	ERS1140229
46921y09	GA	1	2009	35b		558	18	12	4	44	14	77	97	3	112	109	12	100	2233	18377	67580	116494	2003098	46921y09	ERS1140233
47158y09	GA	1	2009	35b		558	18	12	4	44	14	77	97	3	116	110	13	101	2392	18539	56623	116513	2039334	47158y09	ERS1140238
47276y09	GA	1	2009	35b		558	18	12	4	44	14	77	97	3	121	117	12	101	557	17429	56984	153743	2039258	47276y09	ERS1140241
47430y09	GA	1	2009	35b		558	18	12	4	44	14	77	97	3	120	111	12	101	2537	18081	54108	116494	2007093	47430y09	ERS1140243
48240y09	GA	1	2009	35b		558	18	12	4	44	14	77	97	3	144	137	13	103	844	14639	51726	116459	2005612	48240y09	ERS1140251
48244y09	GA	2	2009	35b		558	18	12	4	44	14	77	97	3	140	134	12	100	505	15237	67815	116494	2041832	48244y09	ERS1140252
48570y09	GA	1	2009	35b		558	18	12	4	44	14	77	97	3	146	139	14	103	4333	15403	47754	116494	2141152	48570y09	ERS1140253
48635Y09	MN	2	2009	35b		558	18	12	4	44	14	77	97	3	137	130	15	100	6512	15396	39878	115312	2001503	48635Y09	ERS1140257
48700y09	MN	2	2009	35b		558	18	12	4	44	14	77	97	3	151	150	16	104	2336	13313	45262	105265	1997042	48700y09	ERS1140259
48733y09	MN	2	2009	35b		558	18	12	4	44	14	77	97	3	138	134	12	103	586	14949	67662	115261	2003286	48733y09	ERS1140264
48752Y09	MN	2	2009	35b		558	18	12	4	44	14	77	97	3	160	145	14	104	797	13870	47281	91483	2011198	48752Y09	ERS1140266
49504y09	NM	1	2009	35b		558	18	12	4	44	14	77	97	3	141	136	12	102	610	14734	53283	116493	2003857	49504y09	ERS1140271
49656Y09	MN	2	2009	35b		558	18	12	4	44	14	77	97	3	107	106	11	105	2220	19008	79465	140311	2014906	49656Y09	ERS1140272
50176y09	GA	0.12	2009	35b		11870	296	12	4	44	14	77	14	3	187	184	14	101	282	10991	48804	90783	2022484	50176y09	ERS1140283
50180y09	GA	1	2009	35b		558	18	12	4	44	14	77	97	3	317	302	15	101	242	6757	47906	116732	2040777	50180y09	ERS1140284
51034y09	MN	2	2009	35b		10063	18	12	429	44	14	77	97	3	117	113	11	101	1309	17797	79490	135381	2011138	51034y09	ERS1140300
58776Y12	GA	2	2012	35b		558	18	12	4	44	14	77	97	3	178	151	14	106	1898	13257	47290	115006	2001832	58776Y12	ERS1140309
59307Y12	GA	2	2012	35b		558	18	12	4	44	14	77	97	3	190	163	16	100	1854	12246	39387	100720	1996189	59307Y12	ERS1140312
59313Y12	GA	2	2012	35b		558	18	12	4	44	14	77	97	3	141	130	13	101	2010	15387	49157	116413	2000423	59313Y12	ERS1140314
59543Y12	GA	0.5	2012	35b		558	18	12	4	44	14	77	97	3	110	103	12	101	1871	19485	60310	116494	2006974	59543Y12	ERS1140318
59812Y12	GA	2	2012	35b		558	18	12	4	44	14	77	97	3	177	146	13	100	1378	13725	47237	122504	2003923	59812Y12	ERS1140320
59814Y12	GA	2	2012	35b		558	18	12	4	44	14	77	97	3	156	141	13	100	1815	14192	53448	115288	2001172	59814Y12	ERS1140321
59818Y12	GA	2	2012	35b		558	18	12	4	44	14	77	97	3	162	147	14	101	1232	13579	47237	115383	1996157	59818Y12	ERS1140323
60046Y12	GA	2	2012	35b		558	18	12	4	44	14	77	97	3	278	263	14	101	187	7681	48903	116494	2020128	60046Y12	ERS1140324
60057Y12	GA	2	2012	35b		558	18	12	4	44	14	77	97	3	147	138	12	119	441	14533	56860	116494	2005675	60057Y12	ERS1140326
60145Y12	MN	2	2012	35b		558	18	12	4	44	14	77	97	3	150	149	13	107	451	13447	48603	123349	2003670	60145Y12	ERS1140327
60160Y12	MN	2	2012	35b		558	18	12	4	44	14	77	97	3	484	471	14	104	254	4450	48436	115241	2096182	60160Y12	ERS1140330
60161Y12	MN	1	2012	35b		558	18	12	4	44	14	77	97	3	214	211	11	102	270	9662	67541	116494	2038732	60161Y12	ERS1140331
60187Y12	GA	2	2012	35b		6961	18	12	313	44	14	77	97	3	135	133	12	107	414	15139	58509	115357	2013497	60187Y12	ERS1140334
60295Y12	GA	2	2012	35b		558	18	12	4	44	14	77	97	3	129	124	12	104	832	16708	54419	144618	2071903	60295Y12	ERS1140337
60296Y12	GA	2	2012	35b		558	18	12	4	44	14	77	97	3	204	195	12	102	290	10407	51459	116072	2029412	60296Y12	ERS1140338
60533Y12	MN	2	2012	35b		558	18	12	4	44	14	77	97	3	152	144	12	100	529	13907	55788	116494	2002719	60533Y12	ERS1140341
60539Y12	MN	2	2012	35b		558	18	12	4	44	14	77	97	3	179	166	12	103	343	12362	57087	123457	2052254	60539Y12	ERS1140342
60545Y12	MN	2	2012	35b		558	18	12	4	44	14	77	97	3	163	154	12	100	370	13277	71287	123400	2044672	60545Y12	ERS1140343
60548Y12	MN	1	2012	35b		10766	18	12	4	6	14	77	97	3	126	121	12	103	802	16582	60320	116494	2006504	60548Y12	ERS1140345
60558Y12	MN	2	2012	35b		558	18	12	4	44	14	77	97	3	139	135	13	101	485	14853	53238	116449	2005203	60558Y12	ERS1140347
60560Y12	MN	2	2012	35b		558	18	12	4	44	14	77	97	3	132	131	12	104	504	15613	67803	115410	2045413	60560Y12	ERS1140349
60571Y12	MN	2	2012	35b		558	18	12	4	44	14	77	97	3	151	142	12	108	540	14171	67629	116494	2012368	60571Y12	ERS1140350
60580Y12	MN	4	2012	35b		11864	18	12	4	44	14	77	210	3	178	174	11	103	323	11569	54214	128540	2013065	60580Y12	ERS1140352
60601Y12	MN	2	2012	35b		558	18	12	4	44	14	77	97	3	139	135	11	104	352	14844	80609	116222	2004001	60601Y12	ERS1140353
60634Y12	GA	2	2012	35b		558	18	12	4	44	14	77	97	3	160	142	14	101	1309	14049	47841	115377	1994958	60634Y12	ERS1140354
61037Y12	GA	2	2012	35b		558	18	12	4	44	14	77	97	3	132	130	13	103	880	15444	48498	116502	2007818	61037Y12	ERS1140357
61207Y12	MN	2	2012	35b		558	18	12	4	44	14	77	97	3	123	117	12	101	2331	17182	53273	116496	2010338	61207Y12	ERS1140362
61227Y12	MN	2	2012	35b		558	18	12	4	44	14	77	97	3	109	105	12	101	2121	19068	67662	116494	2002176	61227Y12	ERS1140363
61542Y12	GA	2	2012	35b		558	18	12	4	44	14	77	97	3	148	145	17	102	3983	13818	39837	90783	2003639	61542Y12	ERS1140370
61939Y12	MN	2	2012	35b		558	18	12	4	44	14	77	97	3	403	394	14	101	322	5406	54108	116060	2130186	61939Y12	ERS1140374
61949Y12	MN	2	2012	35b		558	18	12	4	44	14	77	97	3	100	93	11	101	6861	21502	54214	153958	1999695	61949Y12	ERS1140375
61950Y12	MN	2	2012	35b		558	18	12	4	44	14	77	97	3	111	107	11	101	2251	19020	54214	189243	2035244	61950Y12	ERS1140376
61967Y12	MN	2	2012	35b		558	18	12	4	44	14	77	97	3	312	307	12	103	306	6726	54214	140412	2064998	61967Y12	ERS1140378
62158Y12	MN	1	2012	35b		558	18	12	4	44	14	77	97	3	135	128	12	105	1113	15948	67580	116496	2041427	62158Y12	ERS1140387
62450Y12	GA	2	2012	35b		558	18	12	4	44	14	77	97	3	121	116	11	112	1944	17576	79465	116494	2038879	62450Y12	ERS1140399
62670Y12	GA	2	2012	35b		558	18	12	4	44	14	77	97	3	132	131	12	100	1306	15319	49005	116502	2006851	62670Y12	ERS1140405
62676Y12	GA	2	2012	35b		558	18	12	4	44	14	77	97	3	117	115	11	104	1277	17763	79288	118697	2042786	62676Y12	ERS1140406
62686Y12	GA	2	2012	35b		558	18	12	4	44	14	77	97	3	106	103	12	101	3418	19386	67580	116486	1996758	62686Y12	ERS1140407
62832Y12	GA	0.25	2012	35b		558	18	12	4	44	14	77	97	3	143	130	11	103	388	15485	71097	116502	2013105	62832Y12	ERS1140409
62983Y12	MN	2	2012	35b		7486	18	12	4	2	14	77	97	3	113	110	12	103	1309	18172	54214	116494	1999023	62983Y12	ERS1140410
63017Y12	MN	4	2012	35b		558	18	12	4	44	14	77	97	3	128	123	11	101	916	16344	63847	153869	2010325	63017Y12	ERS1140413
63024Y12	MN	2	2012	35b		11865	18	12	4	44	253	77	97	3	129	127	14	111	1412	15949	47374	116495	2025550	63024Y12	ERS1140414
63034Y12	MN	2	2012	35b		558	18	12	4	44	14	77	97	3	114	111	12	114	2379	18349	67664	116513	2036831	63034Y12	ERS1140415
63072Y12	MN	2	2012	35b		558	18	12	4	44	14	77	97	3	143	136	12	124	1634	14788	61180	128322	2011226	63072Y12	ERS1140420
63076Y12	MN	2	2012	35b		10063	18	12	429	44	14	77	97	3	165	160	13	115	540	12800	50535	115412	2048059	63076Y12	ERS1140421
63188Y12	TN	2	2012	35b		558	18	12	4	44	14	77	97	3	125	117	11	109	1232	17459	73271	148646	2042817	63188Y12	ERS1140426
63194Y12	TN	2	2012	35b		558	18	12	4	44	14	77	97	3	195	184	13	100	329	10943	49467	116494	2013611	63194Y12	ERS1140427
63207Y12	TN	2	2012	35b		558	18	12	4	44	14	77	97	3	112	106	12	101	2301	18905	64095	115542	2003947	63207Y12	ERS1140430
63228Y12	TN	2	2012	35b		558	18	12	4	44	14	77	97	3	109	100	12	102	5247	20053	58220	116494	2005351	63228Y12	ERS1140433
63230Y12	TN	2	2012	35b		558	18	12	4	44	14	77	97	3	134	128	13	100	1242	15702	48630	116502	2009938	63230Y12	ERS1140434
63453Y12	GA	1	2012	35b		558	18	12	4	44	14	77	97	3	117	113	13	101	1309	17784	53151	116494	2009691	63453Y12	ERS1140441
63456Y12	GA	2	2012	35b		558	18	12	4	44	14	77	97	3	110	101	11	103	3670	20554	67803	154013	2075954	63456Y12	ERS1140442
63521Y12	MD	2	2012	35b		558	18	12	4	44	14	77	97	3	242	231	13	103	235	8785	54660	116823	2029376	63521Y12	ERS1140450
63526Y12	MD	1	2012	35b		558	18	12	4	44	14	77	97	3	118	115	12	101	1330	17455	55211	115466	2007375	63526Y12	ERS1140451
63631Y13	GA	2	2013	35b		558	18	12	4	44	14	77	97	3	159	155	12	105	323	12988	64625	127606	2013167	63631Y13	ERS1140454
63964Y12	MN	1	2012	35b		558	18	12	4	44	14	77	97	3	155	147	12	101	345	13876	55193	116491	2039912	63964Y12	ERS1140464
63979Y12	MN	2	2012	35b		558	18	12	4	44	14	77	97	3	129	125	13	100	1279	16025	48959	116494	2003148	63979Y12	ERS1140467
64059Y13	MN	2	2013	35b		558	18	12	4	44	14	77	97	3	122	117	12	103	2336	17726	48611	153917	2074012	64059Y13	ERS1140473
64164Y13	GA	2	2013	35b		558	18	12	4	44	14	77	97	3	320	285	15	101	233	7161	47281	115527	2041095	64164Y13	ERS1140476
64295Y13	GA	2	2013	35b		1982	18	12	4	44	14	77	184	3	160	155	12	104	485	12995	49467	132489	2014276	64295Y13	ERS1140477
64305Y13	GA	1	2013	35b		558	18	12	4	44	14	77	97	3	141	138	15	103	1275	14808	47632	116502	2043595	64305Y13	ERS1140480
64416y13	GA	2	2013	35b		558	18	12	4	44	14	77	97	3	118	114	11	109	1107	17871	68151	153477	2037356	64416y13	ERS1140486
